,iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
18612,BOL,South America,Bolivia,2021-07-17,461714.0,2135.0,1159.857,17443.0,68.0,34.714,39019.395,180.429,98.019,1474.106,5.747,2.934,0.88,149.0,12.592,1223.0,103.356,,,,,5945.0,1970442.0,166.522,0.502,8818.0,0.745,0.1315,7.6,tests performed,3491771.0,2587736.0,917488.0,,27335.0,56408.0,29.51,21.87,7.75,,4767.0,40523.0,0.342,56.48,11832936.0,10.202,25.4,6.704,4.393,6885.829,7.1,204.299,6.89,,,25.383,1.1,71.51,0.718,,,,
18613,BOL,South America,Bolivia,2021-07-18,462154.0,440.0,1130.429,17458.0,15.0,34.143,39056.579,37.184,95.532,1475.373,1.268,2.885,0.88,153.0,12.93,1219.0,103.018,,,,,3617.0,1974059.0,166.827,0.306,8411.0,0.711,0.1344,7.4,tests performed,3528220.0,2616902.0,929229.0,,36449.0,58671.0,29.82,22.12,7.85,,4958.0,42239.0,0.357,56.48,11832936.0,10.202,25.4,6.704,4.393,6885.829,7.1,204.299,6.89,,,25.383,1.1,71.51,0.718,,,,
18614,BOL,South America,Bolivia,2021-07-19,463125.0,971.0,1098.429,17475.0,17.0,32.143,39138.638,82.059,92.828,1476.81,1.437,2.716,0.87,149.0,12.592,1206.0,101.919,,,,,7608.0,1981667.0,167.47,0.643,8240.0,0.696,0.1333,7.5,tests performed,3619206.0,2665588.0,980288.0,,90986.0,62423.0,30.59,22.53,8.28,,5275.0,41717.0,0.353,56.48,11832936.0,10.202,25.4,6.704,4.393,6885.829,7.1,204.299,6.89,,,25.383,1.1,71.51,0.718,,,,
18615,BOL,South America,Bolivia,2021-07-20,463125.0,0.0,901.429,17475.0,0.0,26.857,39138.638,0.0,76.18,1476.81,0.0,2.27,0.87,148.0,12.507,1183.0,99.975,,,,,8989.0,1990656.0,168.23,0.76,8152.0,0.689,0.1106,9.0,tests performed,3707047.0,2715583.0,1030885.0,,87841.0,65171.0,31.33,22.95,8.71,,5508.0,40875.0,0.345,56.48,11832936.0,10.202,25.4,6.704,4.393,6885.829,7.1,204.299,6.89,,,25.383,1.1,71.51,0.718,,,,
18616,BOL,South America,Bolivia,2021-07-21,465351.0,2226.0,1219.429,17546.0,71.0,37.0,39326.757,188.119,103.054,1482.81,6.0,3.127,0.88,151.0,12.761,1149.0,97.102,,,,,9805.0,2000461.0,169.059,0.829,8063.0,0.681,0.1512,6.6,tests performed,3796016.0,2767336.0,1083015.0,,88969.0,68176.0,32.08,23.39,9.15,,5762.0,40777.0,0.345,56.48,11832936.0,10.202,25.4,6.704,4.393,6885.829,7.1,204.299,6.89,,,25.383,1.1,71.51,0.718,,,,
18617,BOL,South America,Bolivia,2021-07-22,466318.0,967.0,962.714,17576.0,30.0,28.714,39408.478,81.721,81.359,1485.346,2.535,2.427,0.87,133.0,11.24,1155.0,97.609,,,,,8461.0,2008922.0,169.774,0.715,7798.0,0.659,0.1235,8.1,tests performed,3887758.0,2814808.0,1144931.0,,91742.0,70348.0,32.86,23.79,9.68,,5945.0,40877.0,0.345,56.48,11832936.0,10.202,25.4,6.704,4.393,6885.829,7.1,204.299,6.89,,,25.383,1.1,71.51,0.718,,,,
18618,BOL,South America,Bolivia,2021-07-23,467343.0,1025.0,1109.143,17613.0,37.0,34.0,39495.101,86.623,93.734,1488.473,3.127,2.873,0.87,137.0,11.578,1149.0,97.102,,,,,8435.0,2017357.0,170.487,0.713,7551.0,0.638,0.1469,6.8,tests performed,3984520.0,2857854.0,1214690.0,,96762.0,74298.0,33.67,24.15,10.27,,6279.0,41271.0,0.349,56.48,11832936.0,10.202,25.4,6.704,4.393,6885.829,7.1,204.299,6.89,,,25.383,1.1,71.51,0.718,,,,
18619,BOL,South America,Bolivia,2021-07-24,467975.0,632.0,894.429,17637.0,24.0,27.714,39548.511,53.41,75.588,1490.501,2.028,2.342,0.87,136.0,11.493,1161.0,98.116,,,,,5625.0,2022982.0,170.962,0.475,7506.0,0.634,0.1192,8.4,tests performed,4014690.0,2874550.0,1236034.0,,30170.0,74703.0,33.93,24.29,10.45,,6313.0,40973.0,0.346,56.48,11832936.0,10.202,25.4,6.704,4.393,6885.829,7.1,204.299,6.89,,,25.383,1.1,71.51,0.718,,,,
18620,BOL,South America,Bolivia,2021-07-25,468423.0,448.0,895.571,17651.0,14.0,27.571,39586.371,37.86,75.685,1491.684,1.183,2.33,0.87,132.0,11.155,1119.0,94.567,,,,,3217.0,2026199.0,171.234,0.272,7449.0,0.63,0.1202,8.3,tests performed,4051772.0,2900563.0,1263637.0,,37082.0,74793.0,34.24,24.51,10.68,,6321.0,40523.0,0.342,56.48,11832936.0,10.202,25.4,6.704,4.393,6885.829,7.1,204.299,6.89,,,25.383,1.1,71.51,0.718,,,,
18621,BOL,South America,Bolivia,2021-07-26,468423.0,0.0,756.857,17651.0,0.0,25.143,39586.371,0.0,63.962,1491.684,0.0,2.125,0.87,128.0,10.817,1092.0,92.285,,,,,6519.0,2032718.0,171.785,0.551,7293.0,0.616,0.1038,9.6,tests performed,4151556.0,2940060.0,1340821.0,,99784.0,76050.0,35.08,24.85,11.33,,6427.0,39210.0,0.331,56.48,11832936.0,10.202,25.4,6.704,4.393,6885.829,7.1,204.299,6.89,,,25.383,1.1,71.51,0.718,,,,
18622,BOL,South America,Bolivia,2021-07-27,470024.0,1601.0,985.571,17716.0,65.0,34.429,39721.672,135.3,83.291,1497.177,5.493,2.91,0.88,126.0,10.648,1066.0,90.088,,,,,9038.0,2041756.0,172.549,0.764,7300.0,0.617,0.135,7.4,tests performed,4260287.0,2985920.0,1425551.0,,108731.0,79034.0,36.0,25.23,12.05,,6679.0,38620.0,0.326,56.48,11832936.0,10.202,25.4,6.704,4.393,6885.829,7.1,204.299,6.89,,,25.383,1.1,71.51,0.718,,,,
18623,BOL,South America,Bolivia,2021-07-28,470929.0,905.0,796.857,17754.0,38.0,29.714,39798.153,76.481,67.342,1500.388,3.211,2.511,0.87,131.0,11.071,1042.0,88.059,,,,,8875.0,2050631.0,173.299,0.75,7167.0,0.606,0.1112,9.0,tests performed,4354027.0,3025531.0,1502696.0,,93740.0,79716.0,36.8,25.57,12.7,,6737.0,36885.0,0.312,56.48,11832936.0,10.202,25.4,6.704,4.393,6885.829,7.1,204.299,6.89,,,25.383,1.1,71.51,0.718,,,,
18624,BOL,South America,Bolivia,2021-07-29,471958.0,1029.0,805.714,17784.0,30.0,29.714,39885.114,86.961,68.091,1502.924,2.535,2.511,0.88,125.0,10.564,1004.0,84.848,,,,,8801.0,2059432.0,174.042,0.744,7216.0,0.61,0.1117,9.0,tests performed,4426954.0,3061750.0,1563658.0,,72927.0,77028.0,37.41,25.87,13.21,,6510.0,35277.0,0.298,56.48,11832936.0,10.202,25.4,6.704,4.393,6885.829,7.1,204.299,6.89,,,25.383,1.1,71.51,0.718,,,,
18625,BOL,South America,Bolivia,2021-07-30,471958.0,0.0,659.286,17784.0,0.0,24.429,39885.114,0.0,55.716,1502.924,0.0,2.064,0.88,123.0,10.395,980.0,82.82,,,,,8242.0,2067674.0,174.739,0.697,7188.0,0.607,0.0917,10.9,tests performed,4487894.0,3094376.0,1613610.0,,60940.0,71911.0,37.93,26.15,13.64,,6077.0,33789.0,0.286,56.48,11832936.0,10.202,25.4,6.704,4.393,6885.829,7.1,204.299,6.89,,,25.383,1.1,71.51,0.718,,,,
18626,BOL,South America,Bolivia,2021-07-31,473506.0,1548.0,790.143,17821.0,37.0,26.286,40015.935,130.821,66.775,1506.051,3.127,2.221,0.88,124.0,10.479,999.0,84.425,,,,,5798.0,2073472.0,175.229,0.49,7213.0,0.61,0.1095,9.1,tests performed,4505459.0,3106488.0,1627394.0,,17565.0,70110.0,38.08,26.25,13.75,,5925.0,33134.0,0.28,56.48,11832936.0,10.202,25.4,6.704,4.393,6885.829,7.1,204.299,6.89,,,25.383,1.1,71.51,0.718,44678.2,53.2,68.97,3775.749315
18627,BOL,South America,Bolivia,2021-08-01,473899.0,393.0,782.286,17839.0,18.0,26.857,40049.148,33.212,66.111,1507.572,1.521,2.27,0.88,123.0,10.395,987.0,83.411,,,,,3149.0,2076621.0,175.495,0.266,7203.0,0.609,0.1086,9.2,tests performed,4526177.0,3124124.0,1644738.0,,20718.0,67772.0,38.25,26.4,13.9,,5727.0,31937.0,0.27,56.48,11832936.0,10.202,25.4,6.704,4.393,6885.829,7.1,204.299,6.89,,,25.383,1.1,71.51,0.718,,,,
18628,BOL,South America,Bolivia,2021-08-02,474538.0,639.0,873.571,17859.0,20.0,29.714,40103.149,54.002,73.825,1509.262,1.69,2.511,0.88,118.0,9.972,940.0,79.439,,,,,5986.0,2082607.0,176.001,0.506,7127.0,0.602,0.1226,8.2,tests performed,4585576.0,3160873.0,1691896.0,,59399.0,62003.0,38.75,26.71,14.3,,5240.0,31545.0,0.267,56.48,11832936.0,10.202,25.4,6.704,4.393,6885.829,7.1,204.299,6.89,,,25.383,1.1,71.51,0.718,,,,
18629,BOL,South America,Bolivia,2021-08-03,475265.0,727.0,748.714,17882.0,23.0,23.714,40164.588,61.439,63.274,1511.206,1.944,2.004,0.88,126.0,10.648,893.0,75.467,,,,,7952.0,2090559.0,176.673,0.672,6972.0,0.589,0.1074,9.3,tests performed,4630979.0,3190530.0,1727054.0,,45403.0,52956.0,39.14,26.96,14.6,,4475.0,29230.0,0.247,56.48,11832936.0,10.202,25.4,6.704,4.393,6885.829,7.1,204.299,6.89,,,25.383,1.1,71.51,0.718,,,,
18630,BOL,South America,Bolivia,2021-08-04,476097.0,832.0,738.286,17910.0,28.0,22.286,40234.9,70.312,62.392,1513.572,2.366,1.883,0.88,127.0,10.733,910.0,76.904,,,,,8670.0,2099229.0,177.406,0.733,6943.0,0.587,0.1063,9.4,tests performed,4670580.0,3218439.0,1756703.0,,39601.0,45222.0,39.47,27.2,14.85,,3822.0,27558.0,0.233,56.48,11832936.0,10.202,25.4,6.704,4.393,6885.829,7.1,204.299,6.89,,,25.383,1.1,71.51,0.718,,,,
18631,BOL,South America,Bolivia,2021-08-05,476795.0,698.0,691.0,17935.0,25.0,21.571,40293.888,58.988,58.396,1515.685,2.113,1.823,0.88,129.0,10.902,893.0,75.467,,,,,8293.0,2107522.0,178.106,0.701,6870.0,0.581,0.1006,9.9,tests performed,4710183.0,3246349.0,1786354.0,,39603.0,40461.0,39.81,27.43,15.1,,3419.0,26371.0,0.223,56.48,11832936.0,10.202,25.4,6.704,4.393,6885.829,7.1,204.299,6.89,,,25.383,1.1,71.51,0.718,,,,
18632,BOL,South America,Bolivia,2021-08-06,476795.0,0.0,691.0,17935.0,0.0,21.571,40293.888,0.0,58.396,1515.685,0.0,1.823,0.88,115.0,9.719,874.0,73.862,,,,,4018.0,2111540.0,178.446,0.34,6267.0,0.53,0.1103,9.1,tests performed,4714133.0,3249128.0,1789734.0,,3950.0,32320.0,39.84,27.46,15.13,,2731.0,22107.0,0.187,56.48,11832936.0,10.202,25.4,6.704,4.393,6885.829,7.1,204.299,6.89,,,25.383,1.1,71.51,0.718,,,,
18633,BOL,South America,Bolivia,2021-08-07,477262.0,467.0,536.571,17959.0,24.0,19.714,40333.354,39.466,45.346,1517.713,2.028,1.666,0.89,116.0,9.803,856.0,72.34,,,,,4034.0,2115574.0,178.787,0.341,6015.0,0.508,0.0892,11.2,tests performed,4724095.0,3256960.0,1797824.0,,9962.0,31234.0,39.92,27.52,15.19,,2640.0,21496.0,0.182,56.48,11832936.0,10.202,25.4,6.704,4.393,6885.829,7.1,204.299,6.89,,,25.383,1.1,71.51,0.718,,,,
18634,BOL,South America,Bolivia,2021-08-08,477696.0,434.0,542.429,17971.0,12.0,18.857,40370.032,36.677,45.841,1518.727,1.014,1.594,0.9,115.0,9.719,858.0,72.509,,,,,2915.0,2118489.0,179.033,0.246,5981.0,0.505,0.0907,11.0,tests performed,4735491.0,3266773.0,1806431.0,,11396.0,29902.0,40.02,27.61,15.27,,2527.0,20378.0,0.172,56.48,11832936.0,10.202,25.4,6.704,4.393,6885.829,7.1,204.299,6.89,,,25.383,1.1,71.51,0.718,,,,
18635,BOL,South America,Bolivia,2021-08-09,478671.0,975.0,590.429,18004.0,33.0,20.714,40452.429,82.397,49.897,1521.516,2.789,1.751,0.91,114.0,9.634,863.0,72.932,,,,,5922.0,2124411.0,179.534,0.5,5972.0,0.505,0.0989,10.1,tests performed,4779544.0,3296563.0,1839667.0,,44053.0,27710.0,40.39,27.86,15.55,,2342.0,19384.0,0.164,56.48,11832936.0,10.202,25.4,6.704,4.393,6885.829,7.1,204.299,6.89,,,25.383,1.1,71.51,0.718,,,,
18636,BOL,South America,Bolivia,2021-08-10,478671.0,0.0,486.571,18004.0,0.0,17.429,40452.429,0.0,41.12,1521.516,0.0,1.473,0.92,114.0,9.634,855.0,72.256,,,,,8206.0,2132617.0,180.227,0.693,6008.0,0.508,0.081,12.3,tests performed,4824801.0,3322513.0,1875645.0,,45257.0,27689.0,40.77,28.08,15.85,,2340.0,18855.0,0.159,56.48,11832936.0,10.202,25.4,6.704,4.393,6885.829,7.1,204.299,6.89,,,25.383,1.1,71.51,0.718,,,,
18637,BOL,South America,Bolivia,2021-08-11,480229.0,1558.0,590.286,18109.0,105.0,28.429,40584.095,131.666,49.885,1530.389,8.874,2.402,0.93,112.0,9.465,889.0,75.129,,,,,8807.0,2141424.0,180.971,0.744,6028.0,0.509,0.0979,10.2,tests performed,4879099.0,3345645.0,1921905.0,,54298.0,29788.0,41.23,28.27,16.24,,2517.0,18172.0,0.154,56.48,11832936.0,10.202,25.4,6.704,4.393,6885.829,7.1,204.299,6.89,,,25.383,1.1,71.51,0.718,,,,
18638,BOL,South America,Bolivia,2021-08-12,480229.0,0.0,490.571,18109.0,0.0,24.857,40584.095,0.0,41.458,1530.389,0.0,2.101,0.93,119.0,10.057,844.0,71.326,,,,,7935.0,2149359.0,181.642,0.671,5977.0,0.505,0.0821,12.2,tests performed,4942039.0,3373698.0,1976605.0,,62940.0,33122.0,41.77,28.51,16.7,,2799.0,18193.0,0.154,56.48,11832936.0,10.202,25.4,6.704,4.393,6885.829,7.1,204.299,6.89,,,25.383,1.1,71.51,0.718,,,,
18639,BOL,South America,Bolivia,2021-08-13,481631.0,1402.0,690.857,18152.0,43.0,31.0,40702.578,118.483,58.384,1534.023,3.634,2.62,0.93,128.0,10.817,858.0,72.509,,,,,7582.0,2156941.0,182.283,0.641,6486.0,0.548,0.1065,9.4,tests performed,5004937.0,3406804.0,2027136.0,,62898.0,41543.0,42.3,28.79,17.13,,3511.0,22525.0,0.19,56.48,11832936.0,10.202,25.4,6.704,4.393,6885.829,7.1,204.299,6.89,,,25.383,1.1,71.51,0.718,,,,
18640,BOL,South America,Bolivia,2021-08-14,481631.0,0.0,624.143,18152.0,0.0,27.571,40702.578,0.0,52.746,1534.023,0.0,2.33,0.93,126.0,10.648,840.0,70.988,,,,,5437.0,2162378.0,182.742,0.459,6686.0,0.565,0.0934,10.7,tests performed,5020881.0,3419189.0,2038083.0,,15944.0,42398.0,42.43,28.9,17.22,,3583.0,23176.0,0.196,56.48,11832936.0,10.202,25.4,6.704,4.393,6885.829,7.1,204.299,6.89,,,25.383,1.1,71.51,0.718,,,,
18641,BOL,South America,Bolivia,2021-08-15,482428.0,797.0,676.0,18185.0,33.0,30.571,40769.932,67.354,57.129,1536.812,2.789,2.584,0.93,116.0,9.803,824.0,69.636,,,,,2459.0,2164837.0,182.95,0.208,6621.0,0.56,0.1021,9.8,tests performed,5036033.0,3432618.0,2046562.0,,15152.0,42935.0,42.56,29.01,17.3,,3628.0,23692.0,0.2,56.48,11832936.0,10.202,25.4,6.704,4.393,6885.829,7.1,204.299,6.89,,,25.383,1.1,71.51,0.718,,,,
18642,BOL,South America,Bolivia,2021-08-16,482428.0,0.0,536.714,18185.0,0.0,25.857,40769.932,0.0,45.358,1536.812,0.0,2.185,0.93,114.0,9.634,832.0,70.312,,,,,6582.0,2171419.0,183.506,0.556,6715.0,0.567,0.0799,12.5,tests performed,5096306.0,3463528.0,2095325.0,,60273.0,45252.0,43.07,29.27,17.71,,3824.0,23852.0,0.202,56.48,11832936.0,10.202,25.4,6.704,4.393,6885.829,7.1,204.299,6.89,,,25.383,1.1,71.51,0.718,,,,
18643,BOL,South America,Bolivia,2021-08-17,483731.0,1303.0,722.857,18222.0,37.0,31.143,40880.049,110.116,61.089,1539.939,3.127,2.632,0.94,113.0,9.55,808.0,68.284,,,,,8069.0,2179488.0,184.188,0.682,6696.0,0.566,0.108,9.3,tests performed,5154253.0,3491742.0,2141816.0,,57947.0,47065.0,43.56,29.51,18.1,,3977.0,24176.0,0.204,56.48,11832936.0,10.202,25.4,6.704,4.393,6885.829,7.1,204.299,6.89,,,25.383,1.1,71.51,0.718,,,,
18644,BOL,South America,Bolivia,2021-08-18,484446.0,715.0,602.429,18236.0,14.0,18.143,40940.473,60.425,50.911,1541.122,1.183,1.533,0.93,117.0,9.888,783.0,66.171,,,,,8398.0,2187886.0,184.898,0.71,6637.0,0.561,0.0908,11.0,tests performed,5215804.0,3520222.0,2192160.0,,61551.0,48101.0,44.08,29.75,18.53,,4065.0,24940.0,0.211,56.48,11832936.0,10.202,25.4,6.704,4.393,6885.829,7.1,204.299,6.89,,,25.383,1.1,71.51,0.718,,,,
18645,BOL,South America,Bolivia,2021-08-19,484446.0,0.0,602.429,18236.0,0.0,18.143,40940.473,0.0,50.911,1541.122,0.0,1.533,0.93,116.0,9.803,784.0,66.256,,,,,7741.0,2195627.0,185.552,0.654,6610.0,0.559,0.0911,11.0,tests performed,5270463.0,3546645.0,2236947.0,,54659.0,46918.0,44.54,29.97,18.9,,3965.0,24707.0,0.209,56.48,11832936.0,10.202,25.4,6.704,4.393,6885.829,7.1,204.299,6.89,,,25.383,1.1,71.51,0.718,,,,
18646,BOL,South America,Bolivia,2021-08-20,485184.0,738.0,507.571,18256.0,20.0,14.857,41002.842,62.368,42.895,1542.812,1.69,1.256,0.93,113.0,9.55,785.0,66.34,,,,,8249.0,2203876.0,186.249,0.697,6705.0,0.567,0.0757,13.2,tests performed,5319711.0,3571966.0,2275700.0,,49248.0,44968.0,44.96,30.19,19.23,,3800.0,23595.0,0.199,56.48,11832936.0,10.202,25.4,6.704,4.393,6885.829,7.1,204.299,6.89,,,25.383,1.1,71.51,0.718,,,,
18647,BOL,South America,Bolivia,2021-08-21,486394.0,1210.0,680.429,18296.0,40.0,20.571,41105.099,102.257,57.503,1546.193,3.38,1.738,0.93,106.0,8.958,767.0,64.819,,,,,5509.0,2209385.0,186.715,0.466,6715.0,0.567,0.1013,9.9,tests performed,5330625.0,3579375.0,2282997.0,,10914.0,44249.0,45.05,30.25,19.29,,3739.0,22884.0,0.193,56.48,11832936.0,10.202,25.4,6.704,4.393,6885.829,7.1,204.299,6.89,,,25.383,1.1,71.51,0.718,,,,
18648,BOL,South America,Bolivia,2021-08-22,486643.0,249.0,602.143,18302.0,6.0,16.714,41126.141,21.043,50.887,1546.7,0.507,1.413,0.92,104.0,8.789,763.0,64.481,,,,,2405.0,2211790.0,186.918,0.203,6708.0,0.567,0.0898,11.1,tests performed,5340943.0,3588041.0,2289389.0,,10318.0,43559.0,45.14,30.32,19.35,,3681.0,22203.0,0.188,56.48,11832936.0,10.202,25.4,6.704,4.393,6885.829,7.1,204.299,6.89,,,25.383,1.1,71.51,0.718,,,,
18649,BOL,South America,Bolivia,2021-08-23,487131.0,488.0,671.857,18313.0,11.0,18.286,41167.382,41.241,56.779,1547.629,0.93,1.545,0.92,102.0,8.62,760.0,64.228,,,,,5726.0,2217516.0,187.402,0.484,6585.0,0.556,0.102,9.8,tests performed,5389632.0,3610615.0,2328228.0,,48689.0,41904.0,45.55,30.51,19.68,,3541.0,21012.0,0.178,56.48,11832936.0,10.202,25.4,6.704,4.393,6885.829,7.1,204.299,6.89,,,25.383,1.1,71.51,0.718,,,,
18650,BOL,South America,Bolivia,2021-08-24,487721.0,590.0,570.0,18330.0,17.0,15.429,41217.243,49.861,48.171,1549.066,1.437,1.304,0.91,102.0,8.62,757.0,63.974,,,,,7803.0,2225319.0,188.061,0.659,6547.0,0.553,0.0871,11.5,tests performed,5480769.0,3653993.0,2401767.0,,91137.0,46645.0,46.32,30.88,20.3,,3942.0,23179.0,0.196,44.91,11832936.0,10.202,25.4,6.704,4.393,6885.829,7.1,204.299,6.89,,,25.383,1.1,71.51,0.718,,,,
18651,BOL,South America,Bolivia,2021-08-25,488403.0,682.0,565.286,18350.0,20.0,16.286,41274.879,57.636,47.772,1550.756,1.69,1.376,0.9,100.0,8.451,755.0,63.805,,,,,8547.0,2233866.0,188.784,0.722,6569.0,0.555,0.0861,11.6,tests performed,5574927.0,3697377.0,2480500.0,,94158.0,51303.0,47.11,31.25,20.96,,4336.0,25308.0,0.214,44.91,11832936.0,10.202,25.4,6.704,4.393,6885.829,7.1,204.299,6.89,,,25.383,1.1,71.51,0.718,,,,
18652,BOL,South America,Bolivia,2021-08-26,488933.0,530.0,641.0,18371.0,21.0,19.286,41319.669,44.79,54.171,1552.531,1.775,1.63,0.9,95.0,8.028,738.0,62.368,,,,,7926.0,2241792.0,189.454,0.67,6595.0,0.557,0.0972,10.3,tests performed,5674777.0,3769324.0,2522944.0,,99850.0,57759.0,47.96,31.85,21.32,,4881.0,31811.0,0.269,44.91,11832936.0,10.202,25.4,6.704,4.393,6885.829,7.1,204.299,6.89,,,25.383,1.1,71.51,0.718,,,,
18653,BOL,South America,Bolivia,2021-08-27,488933.0,0.0,535.571,18371.0,0.0,16.429,41319.669,0.0,45.261,1552.531,0.0,1.388,0.89,93.0,7.859,735.0,62.115,,,,,7372.0,2249164.0,190.077,0.623,6470.0,0.547,0.0828,12.1,tests performed,5772970.0,3825802.0,2600349.0,,98193.0,64751.0,48.79,32.33,21.98,,5472.0,36262.0,0.306,44.91,11832936.0,10.202,25.4,6.704,4.393,6885.829,7.1,204.299,6.89,,,25.383,1.1,71.51,0.718,,,,
18654,BOL,South America,Bolivia,2021-08-28,489802.0,869.0,486.857,18402.0,31.0,15.143,41393.108,73.439,41.144,1555.151,2.62,1.28,0.9,89.0,7.521,747.0,63.129,,,,,5108.0,2254272.0,190.508,0.432,6412.0,0.542,0.0759,13.2,tests performed,5812688.0,3858441.0,2627191.0,,39718.0,68866.0,49.12,32.61,22.2,,5820.0,39867.0,0.337,44.91,11832936.0,10.202,25.4,6.704,4.393,6885.829,7.1,204.299,6.89,,,25.383,1.1,71.51,0.718,,,,
18655,BOL,South America,Bolivia,2021-08-29,490056.0,254.0,487.571,18411.0,9.0,15.571,41414.574,21.466,41.205,1555.911,0.761,1.316,0.89,83.0,7.014,752.0,63.551,,,,,2544.0,2256816.0,190.723,0.215,6432.0,0.544,0.0758,13.2,tests performed,5850794.0,3890613.0,2652059.0,,38106.0,72836.0,49.44,32.88,22.41,,6155.0,43225.0,0.365,44.91,11832936.0,10.202,25.4,6.704,4.393,6885.829,7.1,204.299,6.89,,,25.383,1.1,71.51,0.718,,,,
18656,BOL,South America,Bolivia,2021-08-30,490467.0,411.0,476.571,18429.0,18.0,16.571,41449.307,34.734,40.275,1557.433,1.521,1.4,0.89,80.0,6.761,743.0,62.791,,,,,5494.0,2262310.0,191.188,0.464,6399.0,0.541,0.0745,13.4,tests performed,5950132.0,3966261.0,2719235.0,,99338.0,80071.0,50.28,33.52,22.98,,6767.0,50807.0,0.429,44.91,11832936.0,10.202,25.4,6.704,4.393,6885.829,7.1,204.299,6.89,,,25.383,1.1,71.51,0.718,,,,
18657,BOL,South America,Bolivia,2021-08-31,490879.0,412.0,451.143,18452.0,23.0,17.429,41484.125,34.818,38.126,1559.376,1.944,1.473,0.89,76.0,6.423,749.0,63.298,,,,,6718.0,2269028.0,191.755,0.568,6244.0,0.528,0.0723,13.8,tests performed,6001157.0,3996452.0,2747844.0,,51025.0,74341.0,50.72,33.77,23.22,,6283.0,48923.0,0.413,44.91,11832936.0,10.202,25.4,6.704,4.393,6885.829,7.1,204.299,6.89,,,25.383,1.1,71.51,0.718,46498.8,52.52,39.95,3929.608003
18658,BOL,South America,Bolivia,2021-09-01,491340.0,461.0,419.571,18473.0,21.0,17.571,41523.084,38.959,35.458,1561.151,1.775,1.485,0.88,81.0,6.845,727.0,61.439,,,,,6970.0,2275998.0,192.344,0.589,6019.0,0.509,0.0697,14.3,tests performed,6034049.0,4012291.0,2772673.0,,32892.0,65589.0,50.99,33.91,23.43,,5543.0,44988.0,0.38,44.91,11832936.0,10.202,25.4,6.704,4.393,6885.829,7.1,204.299,6.89,,,25.383,1.1,71.51,0.718,,,,
18659,BOL,South America,Bolivia,2021-09-02,491759.0,419.0,403.714,18486.0,13.0,16.429,41558.494,35.41,34.118,1562.25,1.099,1.388,0.88,79.0,6.676,699.0,59.072,,,,,7310.0,2283308.0,192.962,0.618,5931.0,0.501,0.0681,14.7,tests performed,6058088.0,4025636.0,2791142.0,,24039.0,54759.0,51.2,34.02,23.59,,4628.0,36616.0,0.309,44.91,11832936.0,10.202,25.4,6.704,4.393,6885.829,7.1,204.299,6.89,,,25.383,1.1,71.51,0.718,,,,
18660,BOL,South America,Bolivia,2021-09-03,491759.0,0.0,403.714,18486.0,0.0,16.429,41558.494,0.0,34.118,1562.25,0.0,1.388,0.88,74.0,6.254,685.0,57.889,,,,,6965.0,2290273.0,193.551,0.589,5873.0,0.496,0.0687,14.5,tests performed,6082129.0,4038983.0,2809612.0,,24041.0,44166.0,51.4,34.13,23.74,,3732.0,30454.0,0.257,44.91,11832936.0,10.202,25.4,6.704,4.393,6885.829,7.1,204.299,6.89,,,25.383,1.1,71.51,0.718,,,,
18661,BOL,South America,Bolivia,2021-09-04,492509.0,750.0,386.714,18507.0,21.0,15.0,41621.876,63.382,32.681,1564.024,1.775,1.268,0.89,76.0,6.423,676.0,57.129,,,,,4529.0,2294802.0,193.933,0.383,5790.0,0.489,0.0668,15.0,tests performed,6102835.0,4050993.0,2826083.0,,20706.0,41450.0,51.57,34.23,23.88,,3503.0,27507.0,0.232,44.91,11832936.0,10.202,25.4,6.704,4.393,6885.829,7.1,204.299,6.89,,,25.383,1.1,71.51,0.718,,,,
