,iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
18189,BOL,South America,Bolivia,2020-05-20,4919.0,438.0,253.0,199.0,10.0,8.143,415.704,37.015,21.381,16.817,0.845,0.688,1.41,,,,,,,,,923.0,18380.0,1.553,0.078,696.0,0.059,0.3635,2.8,tests performed,,,,,,,,,,,,,,96.3,11832936.0,10.202,25.4,6.704,4.393,6885.829,7.1,204.299,6.89,,,25.383,1.1,71.51,0.718,,,,
18190,BOL,South America,Bolivia,2020-05-21,5187.0,268.0,259.286,215.0,16.0,9.0,438.353,22.649,21.912,18.17,1.352,0.761,1.41,,,,,,,,,769.0,19149.0,1.618,0.065,727.0,0.061,0.3567,2.8,tests performed,,,,,,,,,,,,,,96.3,11832936.0,10.202,25.4,6.704,4.393,6885.829,7.1,204.299,6.89,,,25.383,1.1,71.51,0.718,,,,
18191,BOL,South America,Bolivia,2020-05-22,5579.0,392.0,286.0,230.0,15.0,9.429,471.481,33.128,24.17,19.437,1.268,0.797,1.4,,,,,,,,,821.0,19970.0,1.688,0.069,745.0,0.063,0.3839,2.6,tests performed,,,,,,,,,,,,,,96.3,11832936.0,10.202,25.4,6.704,4.393,6885.829,7.1,204.299,6.89,,,25.383,1.1,71.51,0.718,,,,
18192,BOL,South America,Bolivia,2020-05-23,5915.0,336.0,298.429,240.0,10.0,10.714,499.876,28.395,25.22,20.282,0.845,0.905,1.4,,,,,,,,,1072.0,21042.0,1.778,0.091,783.0,0.066,0.3811,2.6,tests performed,,,,,,,,,,,,,,96.3,11832936.0,10.202,25.4,6.704,4.393,6885.829,7.1,204.299,6.89,,,25.383,1.1,71.51,0.718,,,,
18193,BOL,South America,Bolivia,2020-05-24,6263.0,348.0,310.714,250.0,10.0,11.571,529.285,29.409,26.258,21.127,0.845,0.978,1.39,,,,,,,,,854.0,21896.0,1.85,0.072,804.0,0.068,0.3865,2.6,tests performed,,,,,,,,,,,,,,96.3,11832936.0,10.202,25.4,6.704,4.393,6885.829,7.1,204.299,6.89,,,25.383,1.1,71.51,0.718,,,,
18194,BOL,South America,Bolivia,2020-05-25,6660.0,397.0,342.429,261.0,11.0,12.429,562.836,33.55,28.939,22.057,0.93,1.05,1.39,,,,,,,,,769.0,22665.0,1.915,0.065,851.0,0.072,0.4024,2.5,tests performed,,,,,,,,,,,,,,93.52,11832936.0,10.202,25.4,6.704,4.393,6885.829,7.1,204.299,6.89,,,25.383,1.1,71.51,0.718,,,,
18195,BOL,South America,Bolivia,2020-05-26,7136.0,476.0,379.286,274.0,13.0,12.143,603.063,40.227,32.053,23.156,1.099,1.026,1.38,,,,,,,,,852.0,23517.0,1.987,0.072,866.0,0.073,0.438,2.3,tests performed,,,,,,,,,,,,,,93.52,11832936.0,10.202,25.4,6.704,4.393,6885.829,7.1,204.299,6.89,,,25.383,1.1,71.51,0.718,,,,
18196,BOL,South America,Bolivia,2020-05-27,7768.0,632.0,407.0,280.0,6.0,11.571,656.473,53.41,34.396,23.663,0.507,0.978,1.38,,,,,,,,,1438.0,24955.0,2.109,0.122,939.0,0.079,0.4334,2.3,tests performed,,,,,,,,,,,,,,93.52,11832936.0,10.202,25.4,6.704,4.393,6885.829,7.1,204.299,6.89,,,25.383,1.1,71.51,0.718,,,,
18197,BOL,South America,Bolivia,2020-05-28,8387.0,619.0,457.143,293.0,13.0,11.143,708.784,52.312,38.633,24.761,1.099,0.942,1.36,,,,,,,,,1121.0,26076.0,2.204,0.095,990.0,0.084,0.4618,2.2,tests performed,,,,,,,,,,,,,,93.52,11832936.0,10.202,25.4,6.704,4.393,6885.829,7.1,204.299,6.89,,,25.383,1.1,71.51,0.718,,,,
18198,BOL,South America,Bolivia,2020-05-29,8731.0,344.0,450.286,300.0,7.0,10.0,737.856,29.071,38.054,25.353,0.592,0.845,1.35,,,,,,,,,736.0,26812.0,2.266,0.062,977.0,0.083,0.4609,2.2,tests performed,,,,,,,,,,,,,,93.52,11832936.0,10.202,25.4,6.704,4.393,6885.829,7.1,204.299,6.89,,,25.383,1.1,71.51,0.718,,,,
18199,BOL,South America,Bolivia,2020-05-30,9592.0,861.0,525.286,310.0,10.0,10.0,810.619,72.763,44.392,26.198,0.845,0.845,1.34,,,,,,,,,1299.0,28111.0,2.376,0.11,1010.0,0.085,0.5201,1.9,tests performed,,,,,,,,,,,,,,93.52,11832936.0,10.202,25.4,6.704,4.393,6885.829,7.1,204.299,6.89,,,25.383,1.1,71.51,0.718,,,,
18200,BOL,South America,Bolivia,2020-05-31,9982.0,390.0,531.286,313.0,3.0,9.0,843.578,32.959,44.899,26.452,0.254,0.761,1.32,,,,,,,,,699.0,28810.0,2.435,0.059,988.0,0.083,0.5377,1.9,tests performed,,,,,,,,,,,,,,93.52,11832936.0,10.202,25.4,6.704,4.393,6885.829,7.1,204.299,6.89,,,25.383,1.1,71.51,0.718,-570.8,-2.64,-2.93,-48.23823944
18201,BOL,South America,Bolivia,2020-06-01,10531.0,549.0,553.0,343.0,30.0,11.714,889.974,46.396,46.734,28.987,2.535,0.99,1.31,,,,,,,,,1079.0,29889.0,2.526,0.091,1032.0,0.087,0.5359,1.9,tests performed,,,,,,,,,,,,,,88.89,11832936.0,10.202,25.4,6.704,4.393,6885.829,7.1,204.299,6.89,,,25.383,1.1,71.51,0.718,,,,
18202,BOL,South America,Bolivia,2020-06-02,10991.0,460.0,550.714,376.0,33.0,14.571,928.848,38.875,46.541,31.776,2.789,1.231,1.3,,,,,,,,,1145.0,31034.0,2.623,0.097,1074.0,0.091,0.5128,2.0,tests performed,,,,,,,,,,,,,,88.89,11832936.0,10.202,25.4,6.704,4.393,6885.829,7.1,204.299,6.89,,,25.383,1.1,71.51,0.718,,,,
18203,BOL,South America,Bolivia,2020-06-03,11638.0,647.0,552.857,400.0,24.0,17.143,983.526,54.678,46.722,33.804,2.028,1.449,1.29,,,,,,,,,1304.0,32338.0,2.733,0.11,1055.0,0.089,0.524,1.9,tests performed,,,,,,,,,,,,,,88.89,11832936.0,10.202,25.4,6.704,4.393,6885.829,7.1,204.299,6.89,,,25.383,1.1,71.51,0.718,,,,
18204,BOL,South America,Bolivia,2020-06-04,12245.0,607.0,551.143,415.0,15.0,17.429,1034.823,51.297,46.577,35.072,1.268,1.473,1.28,,,,,,,,,1460.0,33798.0,2.856,0.123,1103.0,0.093,0.4997,2.0,tests performed,,,,,,,,,,,,,,88.89,11832936.0,10.202,25.4,6.704,4.393,6885.829,7.1,204.299,6.89,,,25.383,1.1,71.51,0.718,,,,
18205,BOL,South America,Bolivia,2020-06-05,12728.0,483.0,571.0,427.0,12.0,18.143,1075.642,40.818,48.255,36.086,1.014,1.533,1.27,,,,,,,,,1282.0,35080.0,2.965,0.108,1181.0,0.1,0.4835,2.1,tests performed,,,,,,,,,,,,,,88.89,11832936.0,10.202,25.4,6.704,4.393,6885.829,7.1,204.299,6.89,,,25.383,1.1,71.51,0.718,,,,
18206,BOL,South America,Bolivia,2020-06-06,13358.0,630.0,538.0,454.0,27.0,20.571,1128.883,53.241,45.466,38.367,2.282,1.738,1.26,,,,,,,,,1294.0,36374.0,3.074,0.109,1180.0,0.1,0.4559,2.2,tests performed,,,,,,,,,,,,,,88.89,11832936.0,10.202,25.4,6.704,4.393,6885.829,7.1,204.299,6.89,,,25.383,1.1,71.51,0.718,,,,
18207,BOL,South America,Bolivia,2020-06-07,13643.0,285.0,523.0,465.0,11.0,21.714,1152.968,24.085,44.199,39.297,0.93,1.835,1.25,,,,,,,,,753.0,37127.0,3.138,0.064,1188.0,0.1,0.4402,2.3,tests performed,,,,,,,,,,,,,,88.89,11832936.0,10.202,25.4,6.704,4.393,6885.829,7.1,204.299,6.89,,,25.383,1.1,71.51,0.718,,,,
18208,BOL,South America,Bolivia,2020-06-08,13949.0,306.0,488.286,475.0,10.0,18.857,1178.828,25.86,41.265,40.142,0.845,1.594,1.25,,,,,,,,,809.0,37936.0,3.206,0.068,1150.0,0.097,0.4246,2.4,tests performed,,,,,,,,,,,,,,88.89,11832936.0,10.202,25.4,6.704,4.393,6885.829,7.1,204.299,6.89,,,25.383,1.1,71.51,0.718,,,,
18209,BOL,South America,Bolivia,2020-06-09,14644.0,695.0,521.857,487.0,12.0,15.857,1237.563,58.734,44.102,41.156,1.014,1.34,1.25,,,,,,,,,1393.0,39329.0,3.324,0.118,1185.0,0.1,0.4404,2.3,tests performed,,,,,,,,,,,,,,88.89,11832936.0,10.202,25.4,6.704,4.393,6885.829,7.1,204.299,6.89,,,25.383,1.1,71.51,0.718,,,,
18210,BOL,South America,Bolivia,2020-06-10,15281.0,637.0,520.429,512.0,25.0,16.0,1291.395,53.833,43.981,43.269,2.113,1.352,1.25,,,,,,,,,1389.0,40718.0,3.441,0.117,1197.0,0.101,0.4348,2.3,tests performed,,,,,,,,,,,,,,88.89,11832936.0,10.202,25.4,6.704,4.393,6885.829,7.1,204.299,6.89,,,25.383,1.1,71.51,0.718,,,,
18211,BOL,South America,Bolivia,2020-06-11,16165.0,884.0,560.0,533.0,21.0,16.857,1366.102,74.707,47.326,45.044,1.775,1.425,1.25,,,,,,,,,1628.0,42346.0,3.579,0.138,1221.0,0.103,0.4586,2.2,tests performed,,,,,,,,,,,,,,88.89,11832936.0,10.202,25.4,6.704,4.393,6885.829,7.1,204.299,6.89,,,25.383,1.1,71.51,0.718,,,,
18212,BOL,South America,Bolivia,2020-06-12,16929.0,764.0,600.143,559.0,26.0,18.857,1430.668,64.566,50.718,47.241,2.197,1.594,1.25,,,,,,,,,1666.0,44012.0,3.719,0.141,1276.0,0.108,0.4703,2.1,tests performed,,,,,,,,,,,,,,88.89,11832936.0,10.202,25.4,6.704,4.393,6885.829,7.1,204.299,6.89,,,25.383,1.1,71.51,0.718,,,,
18213,BOL,South America,Bolivia,2020-06-13,17842.0,913.0,640.571,585.0,26.0,18.714,1507.825,77.158,54.135,49.438,2.197,1.582,1.24,,,,,,,,,1546.0,45558.0,3.85,0.131,1312.0,0.111,0.4882,2.0,tests performed,,,,,,,,,,,,,,88.89,11832936.0,10.202,25.4,6.704,4.393,6885.829,7.1,204.299,6.89,,,25.383,1.1,71.51,0.718,,,,
18214,BOL,South America,Bolivia,2020-06-14,18459.0,617.0,688.0,611.0,26.0,20.857,1559.968,52.143,58.143,51.636,2.197,1.763,1.24,,,,,,,,,1283.0,46841.0,3.959,0.108,1388.0,0.117,0.4957,2.0,tests performed,,,,,,,,,,,,,,88.89,11832936.0,10.202,25.4,6.704,4.393,6885.829,7.1,204.299,6.89,,,25.383,1.1,71.51,0.718,,,,
18215,BOL,South America,Bolivia,2020-06-15,19073.0,614.0,732.0,632.0,21.0,22.429,1611.857,51.889,61.861,53.41,1.775,1.895,1.23,,,,,,,,,1375.0,48216.0,4.075,0.116,1469.0,0.124,0.4983,2.0,tests performed,,,,,,,,,,,,,,88.89,11832936.0,10.202,25.4,6.704,4.393,6885.829,7.1,204.299,6.89,,,25.383,1.1,71.51,0.718,,,,
18216,BOL,South America,Bolivia,2020-06-16,19883.0,810.0,748.429,659.0,27.0,24.571,1680.31,68.453,63.25,55.692,2.282,2.077,1.23,,,,,,,,,1344.0,49560.0,4.188,0.114,1462.0,0.124,0.5119,2.0,tests performed,,,,,,,,,,,,,,88.89,11832936.0,10.202,25.4,6.704,4.393,6885.829,7.1,204.299,6.89,,,25.383,1.1,71.51,0.718,,,,
18217,BOL,South America,Bolivia,2020-06-17,20685.0,802.0,772.0,679.0,20.0,23.857,1748.087,67.777,65.242,57.382,1.69,2.016,1.22,,,,,,,,,1209.0,50769.0,4.29,0.102,1436.0,0.121,0.5376,1.9,tests performed,,,,,,,,,,,,,,88.89,11832936.0,10.202,25.4,6.704,4.393,6885.829,7.1,204.299,6.89,,,25.383,1.1,71.51,0.718,,,,
18218,BOL,South America,Bolivia,2020-06-18,21499.0,814.0,762.0,697.0,18.0,23.429,1816.878,68.791,64.397,58.903,1.521,1.98,1.22,,,,,,,,,1411.0,52180.0,4.41,0.119,1405.0,0.119,0.5423,1.8,tests performed,,,,,,,,,,,,,,88.89,11832936.0,10.202,25.4,6.704,4.393,6885.829,7.1,204.299,6.89,,,25.383,1.1,71.51,0.718,,,,
18219,BOL,South America,Bolivia,2020-06-19,22476.0,977.0,792.429,715.0,18.0,22.286,1899.444,82.566,66.968,60.425,1.521,1.883,1.22,,,,,,,,,2342.0,54522.0,4.608,0.198,1501.0,0.127,0.5279,1.9,tests performed,,,,,,,,,,,,,,88.89,11832936.0,10.202,25.4,6.704,4.393,6885.829,7.1,204.299,6.89,,,25.383,1.1,71.51,0.718,,,,
18220,BOL,South America,Bolivia,2020-06-20,23512.0,1036.0,810.0,740.0,25.0,22.143,1986.996,87.552,68.453,62.537,2.113,1.871,1.21,,,,,,,,,1790.0,56312.0,4.759,0.151,1536.0,0.13,0.5273,1.9,tests performed,,,,,,,,,,,,,,90.74,11832936.0,10.202,25.4,6.704,4.393,6885.829,7.1,204.299,6.89,,,25.383,1.1,71.51,0.718,,,,
18221,BOL,South America,Bolivia,2020-06-21,24388.0,876.0,847.0,773.0,33.0,23.143,2061.027,74.031,71.58,65.326,2.789,1.956,1.21,,,,,,,,,1822.0,58134.0,4.913,0.154,1613.0,0.136,0.5251,1.9,tests performed,,,,,,,,,,,,,,90.74,11832936.0,10.202,25.4,6.704,4.393,6885.829,7.1,204.299,6.89,,,25.383,1.1,71.51,0.718,,,,
18222,BOL,South America,Bolivia,2020-06-22,25493.0,1105.0,917.143,820.0,47.0,26.857,2154.41,93.383,77.508,69.298,3.972,2.27,1.2,,,,,,,,,2660.0,60794.0,5.138,0.225,1797.0,0.152,0.5104,2.0,tests performed,,,,,,,,,,,,,,90.74,11832936.0,10.202,25.4,6.704,4.393,6885.829,7.1,204.299,6.89,,,25.383,1.1,71.51,0.718,,,,
18223,BOL,South America,Bolivia,2020-06-23,26389.0,896.0,929.429,846.0,26.0,26.714,2230.131,75.721,78.546,71.495,2.197,2.258,1.2,,,,,,,,,1920.0,62714.0,5.3,0.162,1879.0,0.159,0.4946,2.0,tests performed,,,,,,,,,,,,,,90.74,11832936.0,10.202,25.4,6.704,4.393,6885.829,7.1,204.299,6.89,,,25.383,1.1,71.51,0.718,,,,
18224,BOL,South America,Bolivia,2020-06-24,27487.0,1098.0,971.714,876.0,30.0,28.143,2322.923,92.792,82.119,74.031,2.535,2.378,1.19,,,,,,,,,1654.0,64368.0,5.44,0.14,1943.0,0.164,0.5001,2.0,tests performed,,,,,,,,,,,,,,88.89,11832936.0,10.202,25.4,6.704,4.393,6885.829,7.1,204.299,6.89,,,25.383,1.1,71.51,0.718,,,,
18225,BOL,South America,Bolivia,2020-06-25,28503.0,1016.0,1000.571,913.0,37.0,30.857,2408.785,85.862,84.558,77.158,3.127,2.608,1.18,,,,,,,,,1565.0,65933.0,5.572,0.132,1965.0,0.166,0.5092,2.0,tests performed,,,,,,,,,,,,,,88.89,11832936.0,10.202,25.4,6.704,4.393,6885.829,7.1,204.299,6.89,,,25.383,1.1,71.51,0.718,,,,
18226,BOL,South America,Bolivia,2020-06-26,29423.0,920.0,992.429,934.0,21.0,31.286,2486.534,77.749,83.87,78.932,1.775,2.644,1.18,,,,,,,,,1981.0,67914.0,5.739,0.167,1913.0,0.162,0.5188,1.9,tests performed,,,,,,,,,,,,,,89.81,11832936.0,10.202,25.4,6.704,4.393,6885.829,7.1,204.299,6.89,,,25.383,1.1,71.51,0.718,,,,
18227,BOL,South America,Bolivia,2020-06-27,30676.0,1253.0,1023.429,970.0,36.0,32.857,2592.425,105.891,86.49,81.975,3.042,2.777,1.17,,,,,,,,,2146.0,70060.0,5.921,0.181,1964.0,0.166,0.5211,1.9,tests performed,,,,,,,,,,,,,,89.81,11832936.0,10.202,25.4,6.704,4.393,6885.829,7.1,204.299,6.89,,,25.383,1.1,71.51,0.718,,,,
18228,BOL,South America,Bolivia,2020-06-28,31524.0,848.0,1019.429,1014.0,44.0,34.429,2664.089,71.664,86.152,85.693,3.718,2.91,1.17,,,,,,,,,1464.0,71524.0,6.044,0.124,1913.0,0.162,0.5329,1.9,tests performed,,,,,,,,,,,,,,89.81,11832936.0,10.202,25.4,6.704,4.393,6885.829,7.1,204.299,6.89,,,25.383,1.1,71.51,0.718,,,,
18229,BOL,South America,Bolivia,2020-06-29,32125.0,601.0,947.429,1071.0,57.0,35.857,2714.88,50.79,80.067,90.51,4.817,3.03,1.16,,,,,,,,,1036.0,72560.0,6.132,0.088,1681.0,0.142,0.5636,1.8,tests performed,,,,,,,,,,,,,,89.81,11832936.0,10.202,25.4,6.704,4.393,6885.829,7.1,204.299,6.89,,,25.383,1.1,71.51,0.718,,,,
18230,BOL,South America,Bolivia,2020-06-30,33219.0,1094.0,975.714,1123.0,52.0,39.571,2807.334,92.454,82.457,94.905,4.395,3.344,1.16,,,,,,,,,2194.0,74754.0,6.317,0.185,1720.0,0.145,0.5673,1.8,tests performed,,,,,,,,,,,,,,89.81,11832936.0,10.202,25.4,6.704,4.393,6885.829,7.1,204.299,6.89,,,25.383,1.1,71.51,0.718,3046.4,11.61,78.54,257.4508981
18231,BOL,South America,Bolivia,2020-07-01,34227.0,1008.0,962.857,1201.0,78.0,46.429,2892.52,85.186,81.371,101.496,6.592,3.924,1.16,,,,,,,,,1999.0,76753.0,6.486,0.169,1769.0,0.149,0.5443,1.8,tests performed,,,,,,,,,,,,,,89.81,11832936.0,10.202,25.4,6.704,4.393,6885.829,7.1,204.299,6.89,,,25.383,1.1,71.51,0.718,,,,
18232,BOL,South America,Bolivia,2020-07-02,35528.0,1301.0,1003.571,1271.0,70.0,51.143,3002.467,109.947,84.812,107.412,5.916,4.322,1.16,,,,,,,,,2078.0,78831.0,6.662,0.176,1843.0,0.156,0.5445,1.8,tests performed,,,,,,,,,,,,,,89.81,11832936.0,10.202,25.4,6.704,4.393,6885.829,7.1,204.299,6.89,,,25.383,1.1,71.51,0.718,,,,
18233,BOL,South America,Bolivia,2020-07-03,36818.0,1290.0,1056.429,1320.0,49.0,55.143,3111.485,109.018,89.279,111.553,4.141,4.66,1.16,,,,,,,,,2198.0,81029.0,6.848,0.186,1874.0,0.158,0.5637,1.8,tests performed,,,,,,,,,,,,,,89.81,11832936.0,10.202,25.4,6.704,4.393,6885.829,7.1,204.299,6.89,,,25.383,1.1,71.51,0.718,,,,
18234,BOL,South America,Bolivia,2020-07-04,38071.0,1253.0,1056.429,1378.0,58.0,58.286,3217.376,105.891,89.279,116.455,4.902,4.926,1.15,,,,,,,,,2115.0,83144.0,7.026,0.179,1869.0,0.158,0.5652,1.8,tests performed,,,,,,,,,,,,,,89.81,11832936.0,10.202,25.4,6.704,4.393,6885.829,7.1,204.299,6.89,,,25.383,1.1,71.51,0.718,,,,
18235,BOL,South America,Bolivia,2020-07-05,39297.0,1226.0,1110.429,1434.0,56.0,60.0,3320.985,103.609,93.842,121.187,4.733,5.071,1.15,,,,,,,,,2846.0,85990.0,7.267,0.241,2067.0,0.175,0.5372,1.9,tests performed,,,,,,,,,,,,,,89.81,11832936.0,10.202,25.4,6.704,4.393,6885.829,7.1,204.299,6.89,,,25.383,1.1,71.51,0.718,,,,
18236,BOL,South America,Bolivia,2020-07-06,40509.0,1212.0,1197.714,1476.0,42.0,57.857,3423.411,102.426,101.219,124.737,3.549,4.89,1.15,,,,,,,,,1917.0,87907.0,7.429,0.162,2192.0,0.185,0.5464,1.8,tests performed,,,,,,,,,,,,,,89.81,11832936.0,10.202,25.4,6.704,4.393,6885.829,7.1,204.299,6.89,,,25.383,1.1,71.51,0.718,,,,
18237,BOL,South America,Bolivia,2020-07-07,41545.0,1036.0,1189.429,1530.0,54.0,58.143,3510.963,87.552,100.518,129.3,4.564,4.914,1.14,,,,,,,,,1830.0,89737.0,7.584,0.155,2140.0,0.181,0.5558,1.8,tests performed,,,,,,,,,,,,,,89.81,11832936.0,10.202,25.4,6.704,4.393,6885.829,7.1,204.299,6.89,,,25.383,1.1,71.51,0.718,,,,
18238,BOL,South America,Bolivia,2020-07-08,42984.0,1439.0,1251.0,1577.0,47.0,53.714,3632.573,121.61,105.722,133.272,3.972,4.539,1.14,,,,,,,,,2169.0,91906.0,7.767,0.183,2165.0,0.183,0.5778,1.7,tests performed,,,,,,,,,,,,,,89.81,11832936.0,10.202,25.4,6.704,4.393,6885.829,7.1,204.299,6.89,,,25.383,1.1,71.51,0.718,,,,
18239,BOL,South America,Bolivia,2020-07-09,44113.0,1129.0,1226.429,1638.0,61.0,52.429,3727.984,95.412,103.645,138.427,5.155,4.431,1.13,,,,,,,,,2031.0,93937.0,7.939,0.172,2158.0,0.182,0.5683,1.8,tests performed,,,,,,,,,,,,,,89.81,11832936.0,10.202,25.4,6.704,4.393,6885.829,7.1,204.299,6.89,,,25.383,1.1,71.51,0.718,,,,
18240,BOL,South America,Bolivia,2020-07-10,45565.0,1452.0,1249.571,1702.0,64.0,54.571,3850.693,122.708,105.601,143.836,5.409,4.612,1.13,,,,,,,,,2196.0,96133.0,8.124,0.186,2158.0,0.182,0.579,1.7,tests performed,,,,,,,,,,,,,,89.81,11832936.0,10.202,25.4,6.704,4.393,6885.829,7.1,204.299,6.89,,,25.383,1.1,71.51,0.718,,,,
18241,BOL,South America,Bolivia,2020-07-11,47200.0,1635.0,1304.143,1754.0,52.0,53.714,3988.866,138.174,110.213,148.23,4.395,4.539,1.13,,,,,,,,,2700.0,98833.0,8.352,0.228,2241.0,0.189,0.5819,1.7,tests performed,,,,,,,,,,,,,,89.81,11832936.0,10.202,25.4,6.704,4.393,6885.829,7.1,204.299,6.89,,,25.383,1.1,71.51,0.718,,,,
18242,BOL,South America,Bolivia,2020-07-12,48187.0,987.0,1270.0,1807.0,53.0,53.286,4072.278,83.411,107.328,152.709,4.479,4.503,1.13,,,,,,,,,1657.0,100490.0,8.492,0.14,2071.0,0.175,0.6132,1.6,tests performed,,,,,,,,,,,,,,89.81,11832936.0,10.202,25.4,6.704,4.393,6885.829,7.1,204.299,6.89,,,25.383,1.1,71.51,0.718,,,,
18243,BOL,South America,Bolivia,2020-07-13,49250.0,1063.0,1248.714,1866.0,59.0,55.714,4162.112,89.834,105.529,157.695,4.986,4.708,1.12,,,,,,,,,1681.0,102171.0,8.634,0.142,2038.0,0.172,0.6127,1.6,tests performed,,,,,,,,,,,,,,89.81,11832936.0,10.202,25.4,6.704,4.393,6885.829,7.1,204.299,6.89,,,25.383,1.1,71.51,0.718,,,,
18244,BOL,South America,Bolivia,2020-07-14,50867.0,1617.0,1331.714,1898.0,32.0,52.571,4298.764,136.652,112.543,160.4,2.704,4.443,1.12,,,,,,,,,2959.0,105130.0,8.885,0.25,2199.0,0.186,0.6056,1.7,tests performed,,,,,,,,,,,,,,89.81,11832936.0,10.202,25.4,6.704,4.393,6885.829,7.1,204.299,6.89,,,25.383,1.1,71.51,0.718,,,,
18245,BOL,South America,Bolivia,2020-07-15,52218.0,1351.0,1319.143,1942.0,44.0,52.143,4412.937,114.173,111.481,164.118,3.718,4.407,1.12,,,,,,,,,1899.0,107029.0,9.045,0.16,2160.0,0.183,0.6107,1.6,tests performed,,,,,,,,,,,,,,89.81,11832936.0,10.202,25.4,6.704,4.393,6885.829,7.1,204.299,6.89,,,25.383,1.1,71.51,0.718,,,,
18246,BOL,South America,Bolivia,2020-07-16,54156.0,1938.0,1434.714,1984.0,42.0,49.429,4576.717,163.78,121.248,167.668,3.549,4.177,1.11,,,,,,,,,3258.0,110287.0,9.32,0.275,2336.0,0.197,0.6142,1.6,tests performed,,,,,,,,,,,,,,89.81,11832936.0,10.202,25.4,6.704,4.393,6885.829,7.1,204.299,6.89,,,25.383,1.1,71.51,0.718,,,,
18247,BOL,South America,Bolivia,2020-07-17,56102.0,1946.0,1505.286,2049.0,65.0,49.571,4741.173,164.456,127.212,173.161,5.493,4.189,1.11,,,,,,,,,2967.0,113254.0,9.571,0.251,2446.0,0.207,0.6154,1.6,tests performed,,,,,,,,,,,,,,89.81,11832936.0,10.202,25.4,6.704,4.393,6885.829,7.1,204.299,6.89,,,25.383,1.1,71.51,0.718,,,,
18248,BOL,South America,Bolivia,2020-07-18,58138.0,2036.0,1562.571,2106.0,57.0,50.286,4913.235,172.062,132.053,177.978,4.817,4.25,1.1,,,,,,,,,3006.0,116260.0,9.825,0.254,2490.0,0.21,0.6275,1.6,tests performed,,,,,,,,,,,,,,89.81,11832936.0,10.202,25.4,6.704,4.393,6885.829,7.1,204.299,6.89,,,25.383,1.1,71.51,0.718,,,,
18249,BOL,South America,Bolivia,2020-07-19,59582.0,1444.0,1627.857,2151.0,45.0,49.143,5035.268,122.032,137.57,181.781,3.803,4.153,1.09,,,,,,,,,2556.0,118816.0,10.041,0.216,2618.0,0.221,0.6218,1.6,tests performed,,,,,,,,,,,,,,89.81,11832936.0,10.202,25.4,6.704,4.393,6885.829,7.1,204.299,6.89,,,25.383,1.1,71.51,0.718,,,,
18250,BOL,South America,Bolivia,2020-07-20,60991.0,1409.0,1677.286,2218.0,67.0,50.286,5154.342,119.074,141.747,187.443,5.662,4.25,1.08,,,,,,,,,2021.0,120837.0,10.212,0.171,2667.0,0.225,0.6289,1.6,tests performed,,,,,,,,,,,,,,89.81,11832936.0,10.202,25.4,6.704,4.393,6885.829,7.1,204.299,6.89,,,25.383,1.1,71.51,0.718,,,,
18251,BOL,South America,Bolivia,2020-07-21,62357.0,1366.0,1641.429,2273.0,55.0,53.571,5269.783,115.44,138.717,192.091,4.648,4.527,1.07,,,,,,,,,2548.0,123385.0,10.427,0.215,2608.0,0.22,0.6294,1.6,tests performed,,,,,,,,,,,,,,89.81,11832936.0,10.202,25.4,6.704,4.393,6885.829,7.1,204.299,6.89,,,25.383,1.1,71.51,0.718,,,,
18252,BOL,South America,Bolivia,2020-07-22,64135.0,1778.0,1702.429,2328.0,55.0,55.143,5420.041,150.259,143.872,196.739,4.648,4.66,1.06,,,,,,,,,2826.0,126211.0,10.666,0.239,2740.0,0.232,0.6213,1.6,tests performed,,,,,,,,,,,,,,89.81,11832936.0,10.202,25.4,6.704,4.393,6885.829,7.1,204.299,6.89,,,25.383,1.1,71.51,0.718,,,,
18253,BOL,South America,Bolivia,2020-07-23,65252.0,1117.0,1585.143,2407.0,79.0,60.429,5514.439,94.398,133.96,203.415,6.676,5.107,1.05,,,,,,,,,2232.0,128443.0,10.855,0.189,2594.0,0.219,0.6111,1.6,tests performed,,,,,,,,,,,,,,89.81,11832936.0,10.202,25.4,6.704,4.393,6885.829,7.1,204.299,6.89,,,25.383,1.1,71.51,0.718,,,,
